business_type,years_in_business,registered,monthly_revenue_pkr,employees,premises_owned,years_at_premises,avg_monthly_inflow_pkr,avg_monthly_outflow_pkr,net_cashflow_pkr,bounced_cheques,account_age_months,has_existing_loan,existing_installment_pkr,requested_amount_pkr,debt_burden_ratio,turnover_to_loan_ratio,repaid
light_manufacturing,11,1,1193000.0,2,0,6,838000.0,650000.0,188000.0,0,132,1,282000.0,1390000.0,0.33651551312649164,7.235794099921516,0
food,10,1,700000.0,4,0,8,445000.0,398000.0,47000.0,0,113,0,0.0,3132000.0,0.0,1.705066815709153,1
retail_wholesale,1,0,308000.0,3,0,1,234000.0,166000.0,68000.0,0,12,1,24000.0,2099000.0,0.10256410256410256,1.3380263857328307,1
retail_wholesale,8,0,223000.0,4,0,3,132000.0,110000.0,22000.0,2,96,0,0.0,1842000.0,0.0,0.859767561526375,1
retail_wholesale,7,1,390000.0,3,1,7,199000.0,142000.0,57000.0,0,26,0,0.0,1203000.0,0.0,1.985782528650399,1
retail_wholesale,15,0,979000.0,4,1,15,490000.0,388000.0,102000.0,0,180,1,181000.0,619000.0,0.3693877551020408,9.505827930682198,1
services,5,0,910000.0,4,0,5,581000.0,409000.0,172000.0,1,60,0,0.0,4702000.0,0.0,1.4826745342043504,1
retail_wholesale,6,0,100000.0,4,0,6,64000.0,53000.0,11000.0,0,72,0,0.0,1765000.0,0.0,0.4350145147070651,1
food,2,0,296000.0,6,0,2,261000.0,239000.0,22000.0,0,7,0,0.0,1546000.0,0.0,2.0263727795548654,0
services,3,0,2168000.0,2,1,3,1123000.0,818000.0,305000.0,0,36,1,374000.0,1337000.0,0.3330365093499555,10.081992434258787,0
textiles,15,0,704000.0,4,0,12,501000.0,454000.0,47000.0,4,152,0,0.0,4246000.0,0.0,1.4160861088464114,1
retail_wholesale,8,0,158000.0,4,0,5,115000.0,99000.0,16000.0,1,96,0,0.0,3394000.0,0.0,0.4066208221001042,1
services,19,0,6855000.0,4,1,5,5345000.0,4497000.0,848000.0,0,197,1,562000.0,1119000.0,0.10514499532273153,57.29794116266579,1
services,5,1,631000.0,3,0,5,477000.0,414000.0,63000.0,1,32,0,0.0,4022000.0,0.0,1.4230392511509313,1
services,2,1,955000.0,6,0,2,480000.0,381000.0,99000.0,1,24,1,155000.0,1833000.0,0.3229166666666667,3.1419151849510683,0
retail_wholesale,4,0,969000.0,2,1,4,730000.0,656000.0,74000.0,0,48,0,0.0,1387000.0,0.0,6.317818895867143,0
retail_wholesale,4,1,450000.0,2,0,3,283000.0,260000.0,23000.0,0,48,0,0.0,1677000.0,0.0,2.0250988617167636,1
light_manufacturing,10,1,314000.0,5,1,1,254000.0,233000.0,21000.0,0,120,0,0.0,1250000.0,0.0,2.4383383606196074,1
retail_wholesale,9,1,5424000.0,2,0,4,3121000.0,2420000.0,701000.0,0,108,0,0.0,905000.0,0.0,41.36516883257757,1
retail_wholesale,8,1,1773000.0,4,1,8,1394000.0,1231000.0,163000.0,0,96,0,0.0,3186000.0,0.0,5.250158162085289,1
food,23,0,1479000.0,3,1,16,1109000.0,822000.0,287000.0,2,188,0,0.0,1752000.0,0.0,7.596146604709435,1
services,14,0,1157000.0,3,1,10,880000.0,738000.0,142000.0,0,168,0,0.0,2896000.0,0.0,3.645889532520481,1
light_manufacturing,3,0,238000.0,4,1,3,136000.0,95000.0,41000.0,0,36,1,40000.0,2376000.0,0.29411764705882354,0.6868296891259539,1
retail_wholesale,12,1,2332000.0,4,1,3,1790000.0,1350000.0,440000.0,0,103,0,0.0,2780000.0,0.0,7.728002514371342,1
light_manufacturing,6,0,280000.0,6,0,6,222000.0,195000.0,27000.0,0,72,0,0.0,586000.0,0.0,4.54611787899961,1
retail_wholesale,5,1,863000.0,4,1,4,600000.0,567000.0,33000.0,0,60,1,139000.0,1189000.0,0.23166666666666666,6.055639551194726,0
textiles,15,0,126000.0,5,1,6,80000.0,57000.0,23000.0,0,34,0,0.0,2814000.0,0.0,0.34109712154982286,1
textiles,3,0,100000.0,4,1,3,57000.0,49000.0,8000.0,0,36,1,14000.0,931000.0,0.24561403508771928,0.7348814204999433,1
retail_wholesale,11,0,894000.0,9,0,11,550000.0,483000.0,67000.0,0,132,0,0.0,2502000.0,0.0,2.638164521071784,1
retail_wholesale,10,0,289000.0,3,1,2,233000.0,224000.0,9000.0,0,20,0,0.0,868000.0,0.0,3.2202705952671655,1
retail_wholesale,3,0,100000.0,2,0,3,66000.0,58000.0,8000.0,1,36,0,0.0,2020000.0,0.0,0.3921121207273987,0
light_manufacturing,1,0,1116000.0,8,0,1,872000.0,636000.0,236000.0,0,12,0,0.0,5255000.0,0.0,1.9913232704892176,0
textiles,5,0,5416000.0,3,0,1,4311000.0,3195000.0,1116000.0,0,22,0,0.0,3183000.0,0.0,16.25124133645827,1
light_manufacturing,13,0,2609000.0,7,1,11,2008000.0,1763000.0,245000.0,0,148,0,0.0,659000.0,0.0,36.57420606103977,1
services,8,1,503000.0,5,0,8,387000.0,294000.0,93000.0,0,96,0,0.0,3327000.0,0.0,1.3957139000597962,1
food,15,0,656000.0,4,0,6,488000.0,468000.0,20000.0,0,127,0,0.0,5968000.0,0.0,0.9811564618439005,1
services,7,1,1579000.0,2,1,6,1117000.0,1070000.0,47000.0,0,7,1,94000.0,10712000.0,0.08415398388540735,1.2513167329074109,0
retail_wholesale,16,1,1996000.0,6,0,5,1156000.0,1116000.0,40000.0,0,141,1,363000.0,2660000.0,0.3140138408304498,5.215733846686524,0
retail_wholesale,4,0,461000.0,2,0,4,386000.0,302000.0,84000.0,3,8,1,56000.0,882000.0,0.14507772020725387,5.251393731517831,0
services,8,0,673000.0,6,1,8,596000.0,537000.0,59000.0,0,96,0,0.0,2596000.0,0.0,2.7550568304278653,1
services,4,1,878000.0,4,0,4,603000.0,534000.0,69000.0,1,48,0,0.0,5211000.0,0.0,1.3886071966203175,0
retail_wholesale,5,1,1131000.0,3,0,5,988000.0,701000.0,287000.0,0,60,0,0.0,1788000.0,0.0,6.632221366663153,1
textiles,6,1,569000.0,1,1,6,512000.0,396000.0,116000.0,0,9,0,0.0,3740000.0,0.0,1.6429008027634187,1
textiles,8,0,576000.0,5,0,2,400000.0,303000.0,97000.0,0,29,1,135000.0,1209000.0,0.3375,3.971844262909622,1
services,3,1,2583000.0,3,1,1,2040000.0,1640000.0,400000.0,3,36,0,0.0,2501000.0,0.0,9.789372174368582,1
textiles,8,0,2179000.0,4,1,8,1650000.0,1595000.0,55000.0,0,96,0,0.0,500000.0,0.0,39.6,1
retail_wholesale,6,0,1048000.0,2,1,6,623000.0,584000.0,39000.0,1,72,0,0.0,1131000.0,0.0,6.611112452638161,1
retail_wholesale,2,0,3627000.0,2,0,2,1882000.0,1472000.0,410000.0,0,24,1,837000.0,1993000.0,0.4447396386822529,11.333544847179832,0
retail_wholesale,1,0,442000.0,1,0,1,301000.0,255000.0,46000.0,1,12,0,0.0,1608000.0,0.0,2.2459497733184235,1
services,13,1,3294000.0,4,0,13,2684000.0,2023000.0,661000.0,4,16,0,0.0,916000.0,0.0,35.14344747843947,1
services,5,1,1118000.0,2,0,2,705000.0,548000.0,157000.0,2,60,0,0.0,1482000.0,0.0,5.708725032220433,1
food,1,0,17120000.0,3,0,1,13932000.0,10006000.0,3926000.0,0,12,0,0.0,2437000.0,0.0,68.59055154399523,1
retail_wholesale,17,1,197000.0,2,0,9,150000.0,132000.0,18000.0,1,204,0,0.0,1899000.0,0.0,0.9477884426512466,1
retail_wholesale,9,1,326000.0,3,0,6,254000.0,225000.0,29000.0,0,108,0,0.0,2074000.0,0.0,1.4692850403132374,1
services,7,1,988000.0,4,1,7,607000.0,567000.0,40000.0,0,84,0,0.0,3103000.0,0.0,2.3475018013634843,1
services,3,1,967000.0,3,0,3,665000.0,628000.0,37000.0,0,36,0,0.0,1628000.0,0.0,4.9022233707769365,1
retail_wholesale,2,0,4569000.0,3,0,2,2617000.0,1949000.0,668000.0,0,24,0,0.0,4521000.0,0.0,6.946801674554774,1
retail_wholesale,7,0,333000.0,3,0,7,199000.0,181000.0,18000.0,0,84,0,0.0,1105000.0,0.0,2.1616496447564453,0
textiles,6,0,1607000.0,5,0,6,861000.0,635000.0,226000.0,0,72,1,290000.0,6359000.0,0.33681765389082463,1.6246577250182674,0
retail_wholesale,2,0,2079000.0,4,0,2,1145000.0,921000.0,224000.0,0,24,0,0.0,3900000.0,0.0,3.523098746066256,1
services,2,0,1315000.0,3,1,1,768000.0,648000.0,120000.0,0,24,0,0.0,1615000.0,0.0,5.705283022867269,1
retail_wholesale,2,0,249000.0,5,0,2,182000.0,130000.0,52000.0,0,24,0,0.0,1681000.0,0.0,1.2990095634978012,1
retail_wholesale,2,0,2656000.0,3,0,2,1797000.0,1337000.0,460000.0,1,24,0,0.0,2264000.0,0.0,9.524207562963547,1
light_manufacturing,3,0,2222000.0,2,0,3,1348000.0,1046000.0,302000.0,1,36,1,496000.0,2864000.0,0.36795252225519287,5.6473077309444255,1
retail_wholesale,7,1,1184000.0,3,1,2,1000000.0,736000.0,264000.0,1,84,0,0.0,3857000.0,0.0,3.111268447864093,1
retail_wholesale,8,0,797000.0,3,1,7,566000.0,544000.0,22000.0,1,96,1,121000.0,895000.0,0.2137809187279152,7.590921678162799,0
retail_wholesale,6,1,815000.0,3,0,6,708000.0,553000.0,155000.0,0,72,0,0.0,2600000.0,0.0,3.267361278574667,1
retail_wholesale,6,1,601000.0,4,0,2,453000.0,381000.0,72000.0,0,72,0,0.0,562000.0,0.0,9.677512229821724,1
retail_wholesale,9,1,1234000.0,3,0,9,625000.0,612000.0,13000.0,0,18,0,0.0,1798000.0,0.0,4.170917899965193,1
retail_wholesale,1,1,671000.0,3,0,1,580000.0,498000.0,82000.0,0,12,0,0.0,4785000.0,0.0,1.4545328612508754,1
retail_wholesale,7,1,278000.0,2,1,7,235000.0,192000.0,43000.0,0,84,0,0.0,854000.0,0.0,3.300767851639742,1
retail_wholesale,14,0,228000.0,7,1,5,172000.0,165000.0,7000.0,1,84,0,0.0,766000.0,0.0,2.694038418573327,1
textiles,5,0,306000.0,5,0,5,219000.0,167000.0,52000.0,0,60,1,56000.0,2283000.0,0.2557077625570776,1.1509628585128355,1
services,12,1,812000.0,2,1,4,553000.0,415000.0,138000.0,1,15,0,0.0,4598000.0,0.0,1.4432603601270089,1
retail_wholesale,5,0,633000.0,1,0,5,438000.0,372000.0,66000.0,0,45,0,0.0,2431000.0,0.0,2.161896465929588,1
retail_wholesale,9,1,806000.0,1,0,9,651000.0,534000.0,117000.0,1,55,0,0.0,638000.0,0.0,12.247043618310327,1
food,7,0,1073000.0,7,0,1,756000.0,698000.0,58000.0,0,84,1,76000.0,729000.0,0.10052910052910052,12.452515046214343,1
services,2,1,347000.0,6,0,2,198000.0,141000.0,57000.0,2,24,0,0.0,2121000.0,0.0,1.1203300856126388,1
services,2,1,2815000.0,6,1,2,1473000.0,1286000.0,187000.0,0,24,0,0.0,986000.0,0.0,17.932344871411463,1
retail_wholesale,16,0,497000.0,3,1,9,274000.0,246000.0,28000.0,0,146,0,0.0,2171000.0,0.0,1.5145532640924495,1
retail_wholesale,11,0,421000.0,5,0,8,253000.0,246000.0,7000.0,0,132,0,0.0,2250000.0,0.0,1.3495842890788743,1
retail_wholesale,5,0,1053000.0,6,1,5,681000.0,504000.0,177000.0,0,60,0,0.0,1491000.0,0.0,5.481731415493396,1
retail_wholesale,5,0,104000.0,3,1,5,89000.0,68000.0,21000.0,0,60,0,0.0,5942000.0,0.0,0.17974573386228432,1
textiles,3,0,295000.0,3,1,3,176000.0,169000.0,7000.0,0,36,0,0.0,2850000.0,0.0,0.7409722248836375,1
retail_wholesale,8,1,1734000.0,6,1,5,1089000.0,955000.0,134000.0,0,96,0,0.0,4138000.0,0.0,3.1583975226952368,1
retail_wholesale,3,1,114000.0,3,0,3,67000.0,48000.0,19000.0,2,36,0,0.0,3475000.0,0.0,0.23138963788465902,0
retail_wholesale,4,1,1987000.0,2,0,4,1427000.0,1030000.0,397000.0,0,48,1,403000.0,1828000.0,0.28241065171688856,9.368733717350604,1
food,3,1,2946000.0,2,0,3,2200000.0,2024000.0,176000.0,0,36,0,0.0,1780000.0,0.0,14.833456152237568,1
retail_wholesale,10,1,449000.0,4,0,10,320000.0,275000.0,45000.0,2,117,0,0.0,1673000.0,0.0,2.295377247815347,1
services,5,0,870000.0,4,1,5,766000.0,657000.0,109000.0,0,60,0,0.0,3010000.0,0.0,3.05422234445445,1
retail_wholesale,6,1,1990000.0,3,0,6,1788000.0,1692000.0,96000.0,1,72,0,0.0,1354000.0,0.0,15.848522089362529,1
light_manufacturing,2,0,408000.0,3,1,2,340000.0,261000.0,79000.0,0,24,0,0.0,5630000.0,0.0,0.7246474941276733,0
retail_wholesale,3,0,1548000.0,3,0,3,1273000.0,948000.0,325000.0,0,36,0,0.0,1278000.0,0.0,11.949116839555865,1
services,7,0,332000.0,6,1,7,215000.0,187000.0,28000.0,0,41,0,0.0,2275000.0,0.0,1.1342335936840204,1
services,1,0,403000.0,2,0,1,295000.0,279000.0,16000.0,0,12,1,58000.0,1743000.0,0.19661016949152543,2.030796404923037,0
light_manufacturing,5,1,292000.0,6,1,1,187000.0,145000.0,42000.0,0,60,0,0.0,1526000.0,0.0,1.470479878875168,1
services,6,1,916000.0,1,0,1,745000.0,664000.0,81000.0,1,7,1,151000.0,7364000.0,0.20268456375838925,1.2140723620316742,1
services,2,0,2069000.0,3,1,2,1177000.0,874000.0,303000.0,0,24,0,0.0,1537000.0,0.0,9.19041324670301,1
textiles,12,0,541000.0,6,0,12,317000.0,237000.0,80000.0,2,76,0,0.0,1666000.0,0.0,2.283566951090915,1
services,8,1,182000.0,6,1,8,94000.0,90000.0,4000.0,0,96,1,44000.0,1343000.0,0.46808510638297873,0.8401113231127927,1
retail_wholesale,5,1,220000.0,4,0,3,164000.0,120000.0,44000.0,0,60,0,0.0,2050000.0,0.0,0.9600655156854107,1
textiles,3,0,964000.0,2,0,3,748000.0,529000.0,219000.0,2,36,1,138000.0,1882000.0,0.18449197860962566,4.769259198902607,1
food,1,0,4110000.0,3,1,1,2060000.0,1889000.0,171000.0,2,12,0,0.0,1022000.0,0.0,24.191887034631215,1
services,11,1,964000.0,2,1,11,679000.0,544000.0,135000.0,0,104,0,0.0,1550000.0,0.0,5.255353316479933,1
food,4,0,441000.0,1,1,4,287000.0,233000.0,54000.0,0,48,0,0.0,2883000.0,0.0,1.194436445393494,0
retail_wholesale,2,0,1399000.0,4,0,2,1143000.0,1056000.0,87000.0,0,24,0,0.0,3704000.0,0.0,3.7032978903962275,1
textiles,3,1,512000.0,1,0,3,264000.0,198000.0,66000.0,0,36,0,0.0,2029000.0,0.0,1.561353269416451,1
retail_wholesale,8,0,445000.0,5,1,7,231000.0,204000.0,27000.0,1,29,0,0.0,2072000.0,0.0,1.3377980637681632,1
retail_wholesale,7,1,249000.0,4,1,7,186000.0,147000.0,39000.0,0,84,0,0.0,1611000.0,0.0,1.3858974484574282,0
food,2,0,2658000.0,7,1,2,1958000.0,1428000.0,530000.0,0,8,1,248000.0,1479000.0,0.12665985699693566,15.881390810532567,1
retail_wholesale,13,0,100000.0,7,1,13,83000.0,74000.0,9000.0,0,156,0,0.0,1152000.0,0.0,0.8646665099421771,1
retail_wholesale,1,1,1444000.0,4,0,1,1064000.0,840000.0,224000.0,0,12,0,0.0,786000.0,0.0,16.244989661194936,0
retail_wholesale,14,0,409000.0,4,1,14,360000.0,339000.0,21000.0,0,31,0,0.0,1312000.0,0.0,3.292266476276902,1
retail_wholesale,7,0,431000.0,5,1,7,270000.0,258000.0,12000.0,0,84,0,0.0,3440000.0,0.0,0.9417592868779515,1
retail_wholesale,4,0,3531000.0,5,0,4,2327000.0,2182000.0,145000.0,0,48,0,0.0,1550000.0,0.0,18.011123138234595,1
retail_wholesale,5,1,318000.0,5,0,5,284000.0,224000.0,60000.0,4,60,0,0.0,1625000.0,0.0,2.097171723448637,0
services,6,0,329000.0,3,0,6,179000.0,137000.0,42000.0,2,72,1,75000.0,1606000.0,0.41899441340782123,1.3373380601247993,0
retail_wholesale,9,0,571000.0,5,1,8,467000.0,444000.0,23000.0,0,108,0,0.0,4221000.0,0.0,1.3277806290161498,1
light_manufacturing,1,0,983000.0,5,0,1,496000.0,410000.0,86000.0,0,12,1,204000.0,1146000.0,0.4112903225806452,5.194548235110501,0
services,3,1,418000.0,4,0,3,290000.0,260000.0,30000.0,2,36,0,0.0,2362000.0,0.0,1.4735185470565553,0
food,6,0,135000.0,6,0,5,76000.0,71000.0,5000.0,2,72,0,0.0,1920000.0,0.0,0.4751224164421771,0
retail_wholesale,13,0,273000.0,6,1,13,202000.0,157000.0,45000.0,2,46,0,0.0,2083000.0,0.0,1.163596677870135,1
textiles,13,0,2341000.0,6,0,9,1918000.0,1407000.0,511000.0,0,156,0,0.0,2316000.0,0.0,9.938659986996228,1
services,16,0,700000.0,5,0,14,359000.0,314000.0,45000.0,0,103,0,0.0,2070000.0,0.0,2.081372672129502,1
services,12,1,1021000.0,3,0,12,577000.0,499000.0,78000.0,1,144,0,0.0,3219000.0,0.0,2.15121613145957,0
services,3,1,500000.0,4,0,3,319000.0,247000.0,72000.0,0,20,1,104000.0,1965000.0,0.32601880877742945,1.9478957547671578,0
textiles,6,0,336000.0,4,0,6,202000.0,174000.0,28000.0,0,32,1,84000.0,5696000.0,0.4158415841584158,0.4255580347368291,0
textiles,12,0,3479000.0,4,0,0,2273000.0,2094000.0,179000.0,0,15,1,824000.0,2054000.0,0.36251649802023755,13.27884345094307,1
retail_wholesale,11,1,538000.0,4,0,2,474000.0,378000.0,96000.0,0,132,0,0.0,720000.0,0.0,7.9033888946887005,1
services,5,0,417000.0,6,1,3,225000.0,173000.0,52000.0,0,60,1,32000.0,2933000.0,0.14222222222222222,0.9204601025958572,0
retail_wholesale,8,0,1945000.0,2,1,6,1302000.0,1176000.0,126000.0,0,96,0,0.0,2530000.0,0.0,6.174345777011369,1
services,4,1,316000.0,3,0,4,216000.0,199000.0,17000.0,0,27,0,0.0,2039000.0,0.0,1.2709384681414864,1
services,1,1,359000.0,3,0,1,220000.0,213000.0,7000.0,0,12,0,0.0,1712000.0,0.0,1.5424538015420615,1
retail_wholesale,5,0,657000.0,5,0,5,402000.0,298000.0,104000.0,0,60,0,0.0,562000.0,0.0,8.578231031349567,1
textiles,5,0,650000.0,3,0,1,511000.0,485000.0,26000.0,3,60,1,58000.0,622000.0,0.11350293542074363,9.859941325232194,1
retail_wholesale,4,1,843000.0,1,0,4,630000.0,576000.0,54000.0,0,48,0,0.0,5374000.0,0.0,1.4066520907963487,0
services,9,0,5264000.0,5,0,0,4343000.0,3894000.0,449000.0,0,30,1,1204000.0,1408000.0,0.27722772277227725,37.02622275180329,1
retail_wholesale,5,0,910000.0,3,1,5,602000.0,474000.0,128000.0,0,60,0,0.0,3570000.0,0.0,2.023622817408051,1
light_manufacturing,8,0,100000.0,5,0,8,74000.0,52000.0,22000.0,0,96,0,0.0,764000.0,0.0,1.1617055736839332,0
retail_wholesale,10,0,901000.0,5,1,10,772000.0,650000.0,122000.0,0,67,0,0.0,1067000.0,0.0,8.680713428269868,1
light_manufacturing,25,0,675000.0,4,0,12,567000.0,442000.0,125000.0,0,101,0,0.0,3005000.0,0.0,2.2641036154713765,1
services,5,0,679000.0,1,0,5,589000.0,460000.0,129000.0,2,60,0,0.0,1881000.0,0.0,3.7581657101283064,1
textiles,13,1,831000.0,2,1,13,505000.0,485000.0,20000.0,0,100,0,0.0,2761000.0,0.0,2.194517745197044,0
services,7,0,632000.0,3,1,7,565000.0,420000.0,145000.0,4,13,0,0.0,1984000.0,0.0,3.417842352681566,0
services,7,1,617000.0,2,1,7,510000.0,490000.0,20000.0,0,58,1,84000.0,1766000.0,0.16470588235294117,3.466058586552545,0
light_manufacturing,5,0,1200000.0,5,0,5,981000.0,825000.0,156000.0,0,60,0,0.0,1330000.0,0.0,8.85164171836751,1
retail_wholesale,6,1,378000.0,7,0,6,290000.0,271000.0,19000.0,0,64,1,29000.0,977000.0,0.1,3.56187362930995,1
textiles,5,0,252000.0,3,1,5,225000.0,175000.0,50000.0,0,60,1,13000.0,4640000.0,0.057777777777777775,0.581865369793374,1
retail_wholesale,12,1,13370000.0,4,0,0,9046000.0,7938000.0,1108000.0,3,115,0,0.0,5122000.0,0.0,21.193545475237233,1
textiles,3,1,318000.0,5,1,3,253000.0,217000.0,36000.0,1,36,1,26000.0,1072000.0,0.10276679841897234,2.8309587970487606,1
retail_wholesale,1,1,718000.0,5,0,1,560000.0,537000.0,23000.0,0,12,0,0.0,1031000.0,0.0,6.51683243593607,1
textiles,4,0,146000.0,5,0,4,115000.0,86000.0,29000.0,0,48,1,31000.0,1623000.0,0.26956521739130435,0.8501012695583504,0
textiles,3,0,730000.0,8,1,3,585000.0,443000.0,142000.0,4,36,0,0.0,2453000.0,0.0,2.8615259415977183,0
food,4,1,256000.0,1,1,4,147000.0,142000.0,5000.0,0,31,0,0.0,1793000.0,0.0,0.9836626282373225,1
food,5,0,418000.0,4,0,4,267000.0,194000.0,73000.0,0,60,0,0.0,2699000.0,0.0,1.1871325880281927,1
services,4,0,1848000.0,7,0,4,1214000.0,1066000.0,148000.0,0,48,0,0.0,1942000.0,0.0,7.502449224000542,1
services,5,1,1042000.0,2,1,5,833000.0,597000.0,236000.0,0,60,0,0.0,1867000.0,0.0,5.353853153487739,1
food,4,0,1148000.0,5,0,4,903000.0,652000.0,251000.0,1,48,0,0.0,8508000.0,0.0,1.2736407119025697,1
textiles,8,0,111000.0,2,0,7,92000.0,80000.0,12000.0,0,96,1,9000.0,1459000.0,0.09782608695652174,0.756475386920848,1
light_manufacturing,24,1,4080000.0,4,1,5,3327000.0,2843000.0,484000.0,1,76,0,0.0,5350000.0,0.0,7.4622899473940025,1
retail_wholesale,7,0,197000.0,6,0,7,146000.0,126000.0,20000.0,0,53,0,0.0,4765000.0,0.0,0.36769296303232907,1
retail_wholesale,4,1,2997000.0,2,0,4,1667000.0,1388000.0,279000.0,0,48,1,354000.0,2706000.0,0.21235752849430115,7.391487269533803,0
retail_wholesale,1,0,1805000.0,4,1,1,1362000.0,1237000.0,125000.0,0,12,0,0.0,630000.0,0.0,25.955739975811948,1
services,19,0,1158000.0,3,0,8,990000.0,968000.0,22000.0,1,217,0,0.0,2038000.0,0.0,5.830336043855703,1
retail_wholesale,7,0,276000.0,4,1,2,209000.0,162000.0,47000.0,0,12,1,47000.0,1469000.0,0.22488038277511962,1.7077134238333376,1
services,5,0,756000.0,4,1,5,649000.0,513000.0,136000.0,2,60,0,0.0,2024000.0,0.0,3.8473418916014226,1
services,1,0,406000.0,4,1,1,365000.0,289000.0,76000.0,0,12,0,0.0,1057000.0,0.0,4.144083354513906,1
retail_wholesale,5,0,669000.0,1,0,5,431000.0,394000.0,37000.0,0,60,0,0.0,3148000.0,0.0,1.642726745598958,1
services,6,1,506000.0,2,0,6,400000.0,319000.0,81000.0,2,55,1,34000.0,3612000.0,0.085,1.3290677027867468,1
services,4,1,100000.0,4,0,4,72000.0,64000.0,8000.0,1,48,0,0.0,4036000.0,0.0,0.21409310853343266,1
retail_wholesale,2,0,1996000.0,3,1,2,1361000.0,1123000.0,238000.0,0,24,0,0.0,1590000.0,0.0,10.270610043666789,1
retail_wholesale,2,1,599000.0,5,0,2,357000.0,311000.0,46000.0,1,24,0,0.0,1059000.0,0.0,4.0446500528345615,1
retail_wholesale,20,1,400000.0,5,0,9,240000.0,224000.0,16000.0,0,48,0,0.0,2470000.0,0.0,1.1660643367310404,1
retail_wholesale,6,1,371000.0,5,1,6,213000.0,180000.0,33000.0,0,72,1,88000.0,5736000.0,0.4131455399061033,0.4455934733602663,0
retail_wholesale,4,0,930000.0,3,1,4,700000.0,583000.0,117000.0,1,48,1,204000.0,2085000.0,0.2914285714285714,4.0287282060269645,0
light_manufacturing,6,1,266000.0,3,0,6,148000.0,115000.0,33000.0,1,9,1,62000.0,2624000.0,0.4189189189189189,0.6769473439132179,0
retail_wholesale,6,1,100000.0,4,1,6,67000.0,57000.0,10000.0,0,72,0,0.0,1737000.0,0.0,0.46285144809097506,1
retail_wholesale,1,1,977000.0,3,0,1,693000.0,536000.0,157000.0,3,12,1,93000.0,1479000.0,0.1341991341991342,5.62441145825733,0
services,11,1,1092000.0,7,0,4,738000.0,691000.0,47000.0,0,107,0,0.0,2969000.0,0.0,2.9831579425498593,1
textiles,5,0,532000.0,5,1,5,448000.0,362000.0,86000.0,2,60,0,0.0,1877000.0,0.0,2.8646250902836035,1
light_manufacturing,6,1,206000.0,7,0,6,140000.0,103000.0,37000.0,1,72,1,44000.0,2548000.0,0.3142857142857143,0.6593721833243746,1
services,15,0,710000.0,3,0,7,379000.0,291000.0,88000.0,2,113,0,0.0,2712000.0,0.0,1.677049972193548,1
food,2,0,150000.0,6,0,2,135000.0,115000.0,20000.0,1,24,1,33000.0,2464000.0,0.24444444444444444,0.6575521945078533,1
retail_wholesale,3,1,233000.0,5,0,3,195000.0,187000.0,8000.0,4,36,0,0.0,2795000.0,0.0,0.8371856384488806,1
light_manufacturing,7,0,307000.0,2,0,7,234000.0,183000.0,51000.0,0,84,0,0.0,1199000.0,0.0,2.3422892082124354,1
services,11,0,1512000.0,1,0,11,1213000.0,939000.0,274000.0,0,46,0,0.0,1156000.0,0.0,12.594670055543812,1
light_manufacturing,3,0,452000.0,2,1,3,249000.0,203000.0,46000.0,0,36,0,0.0,1950000.0,0.0,1.532698719663046,1
retail_wholesale,4,1,415000.0,3,0,4,335000.0,325000.0,10000.0,1,48,0,0.0,1978000.0,0.0,2.032510064533833,1
services,9,1,4590000.0,3,1,9,2677000.0,2507000.0,170000.0,0,72,1,389000.0,1462000.0,0.14531191632424356,21.97378011869452,1
textiles,23,0,925000.0,1,0,4,643000.0,477000.0,166000.0,2,61,0,0.0,2311000.0,0.0,3.3385905824756543,1
retail_wholesale,6,0,912000.0,4,0,4,521000.0,454000.0,67000.0,0,37,0,0.0,3449000.0,0.0,1.812711469011161,0
textiles,3,0,449000.0,4,1,3,360000.0,332000.0,28000.0,2,19,0,0.0,4078000.0,0.0,1.0592923567370551,1
services,2,0,358000.0,4,0,2,214000.0,196000.0,18000.0,0,24,0,0.0,4667000.0,0.0,0.5502531035590892,1
retail_wholesale,5,1,100000.0,1,1,5,60000.0,50000.0,10000.0,1,60,0,0.0,909000.0,0.0,0.7923355919559165,1
food,11,0,1713000.0,2,1,3,931000.0,842000.0,89000.0,3,132,0,0.0,995000.0,0.0,11.224092811054735,1
services,25,0,1018000.0,5,0,10,802000.0,692000.0,110000.0,0,187,0,0.0,1681000.0,0.0,5.72532910957929,1
retail_wholesale,5,0,543000.0,2,0,5,336000.0,254000.0,82000.0,0,60,1,70000.0,2099000.0,0.20833333333333334,1.9211873869717964,1
food,6,1,567000.0,5,1,6,401000.0,287000.0,114000.0,0,72,1,30000.0,1733000.0,0.07481296758104738,2.776014927208744,1
retail_wholesale,17,1,1357000.0,4,0,8,859000.0,690000.0,169000.0,1,204,0,0.0,1436000.0,0.0,7.180411621665783,1
retail_wholesale,7,0,137000.0,4,0,7,111000.0,80000.0,31000.0,1,84,0,0.0,1666000.0,0.0,0.7994632897094817,1
services,7,0,360000.0,2,1,7,213000.0,173000.0,40000.0,0,84,0,0.0,2673000.0,0.0,0.9562920341713069,1
services,15,0,209000.0,1,0,15,183000.0,171000.0,12000.0,0,107,0,0.0,901000.0,0.0,2.4382091408622144,1
retail_wholesale,6,1,3822000.0,7,1,6,2402000.0,2249000.0,153000.0,0,72,0,0.0,8159000.0,0.0,3.5326450253736428,1
